-177.799,-177.867,-179.007,160,68392,22796,45762,1,68550,68393,22955,159,161,2,45763,22797,68394,68551,22956
-175.985,-176.927,-179.025,22796,161,22797,68392,68393,45763,2,160,0,22955,45605,22956,68394,45922,68550,320
-174.315,-178.06,-179.041,68393,45605,22798,68392,22797,1,3,45763,45606,68394,22796,0,161,22799,162,68395
-172.624,-179.187,-178.996,22798,2,4,45605,22799,68393,68392,22797,45606,68395,45607,5,162,163,1,68394
-170.768,-178.27,-179.008,22799,163,45607,22798,3,5,45605,162,22800,45606,68396,45766,22801,68395,68555,164
-168.828,-178.998,-178.999,22800,45607,4,22802,22801,163,68555,22799,45608,22960,45609,68397,3,22959,68396,22798
-164.722,-178.815,-179.017,45609,7,68399,22960,22803,22802,45768,22801,45608,45769,165,22961,45610,22800,166,22804
-163.768,-177.063,-179.027,45768,166,45769,68399,6,22803,165,22960,22961,45928,45609,45610,68557,45608,68716,22802
-159.705,-176.97,-179.03,45770,45611,45612,22962,167,9,22805,22961,22804,45771,45610,22806,68400,68559,68401,45769
-157.702,-176.89,-179.027,45612,22806,168,22965,22964,22962,8,10,22805,45611,22963,45614,68401,68560,45613,45770
-156.623,-178.586,-179.022,22806,22965,45614,11,9,22805,22964,22807,45613,45612,45611,168,8,45615,45773,68401
-154.616,-178.529,-179.03,45614,45615,22807,10,22965,45616,45773,68403,68404,22806,22964,9,169,45613,12,22805
-152.813,-174.988,-179.055,45932,22966,68404,170,22807,169,22808,331,45616,45773,171,23125,68561,68562,45933,45615
-148.534,-175.151,-179.04,45774,22809,68564,172,22968,14,171,68406,22808,22967,22810,68405,23127,173,15,22966
-147.023,-176.465,-179.024,68406,13,22810,22811,15,22968,45617,22809,68564,45618,45774,45776,172,335,22969,68407
-145.135,-175.753,-179.015,22810,174,16,22968,335,22811,14,45618,22969,45617,45776,22970,68407,68564,68406,336
-143.624,-177.029,-179.056,22970,45618,22812,22811,17,15,174,175,22969,45619,45617,68408,45620,22813,23130,22810
-141.688,-177.389,-179.029,22813,16,45620,22970,175,176,22812,68408,338,174,45618,45778,22971,45621,23130,45619
-137.692,-178.088,-179.023,68409,45621,22814,176,45622,338,178,45781,68410,22972,45780,22813,45620,19,45779,177
-134.037,-179.67,-179.012,22815,68411,45622,22816,45781,45782,180,178,45783,68409,179,18,22817,68570,68413,68571
-131.006,177.707,-179.006,22658,45623,45624,21,22,68251,68412,22657,45465,45307,22656,22497,23,45464,45467,68094
-130.548,179.652,-179.029,68412,45624,20,45623,22,23,22658,68251,45626,45467,45307,45465,22657,22656,22497,45464
-129.016,178.263,-179.018,45624,23,20,21,22658,45467,45307,68412,45465,45626,45623,68251,22497,68094,22659,22657
-127.085,178.969,-179.01,45626,22,24,45467,45624,21,68254,68253,45307,20,22659,22658,68094,45465,68412,45308
-125.176,179.753,-179.019,45626,23,45467,68254,68253,22659,45307,45468,68094,45308,45469,45470
-123.27,-179.49,-179.017,45627,22821,45629,22820,22822,45628,183,68415,68417,26,22819,68418,184,45785,45786,22979
-121.103,-176.736,-179.024,22981,68418,184,27,185,68417,22822,22821,186,22980,45629,45789,346,45630,45947,22979
-119.492,-177.903,-179.026,45630,45789,26,186,68418,28,22823,22822,22981,45631,185,22982,22824,68417,45790,22821
-117.869,-179.085,-179.02,45630,22824,45631,27,22823,45789,45632,45790,186,68418,22822,22983,29,26,187,22982
-114.088,-177.965,-179.029,45791,22824,22984,22825,30,45632,22983,188,45633,68421,68738,22826,45792,68420,45631,350
-112.328,-179.113,-179.039,22825,22826,22984,68422,29,189,45791,45633,45634,45632,68581,188,350,22824,68421,68740
-107.651,-176.156,-179.055,68582,190,22828,22827,32,22829,68424,191,68423,351,22987,189,45635,22985,192,45793
-105.773,-175.558,-179.035,192,68582,45636,31,22829,193,22987,33,191,45796,23146,22828,23145,68583,68423,68744
-104.233,-176.877,-179.019,193,45637,68744,45636,34,45796,22829,32,22988,68426,68582,45954,23147,192,45638,23146
-102.598,-178.028,-179.024,22988,68426,45638,33,35,68427,68744,22830,45637,45796,68584,193,22831,45636,194,22829
-100.961,-179.178,-179.001,34,22830,68427,45638,22831,68426,22988,45797,36,68744,45637,195,68584,194,33,68585
-97.5036,-179.089,-179.013,45639,195,22831,22833,22832,37,68585,68428,45798,35,45797,22834,22830,68586,355,38
-95.9319,-176.63,-179.046,45639,45798,22991,22834,22990,197,22833,195,68586,196,38,355,36,22832,68585,68746
-93.4408,-178.047,-179.034,68429,45642,22834,197,22833,39,22993,22832,37,45641,45640,45800,45639,22991,22835,68430
-91.461,-177.537,-179.013,22835,45642,22993,38,40,68429,198,68431,197,68430,45801,45800,22994,22834,22836,68589
-89.5158,-176.882,-179.048,68431,198,22994,22835,22836,199,39,22993,45643,360,68590,68589,45801,23153,22995,41
-86.0346,-177.307,-179.012,68591,199,200,42,22837,22836,45644,45643,68432,22995,68433,22838,40,201,22996,22994
-84.4517,-178.505,-178.998,41,68433,22837,68432,68591,45644,200,22840,22836,202,22838,45643,199,201,45646,22995
-80.7825,-176.954,-179.026,22839,204,202,68433,45806,203,44,22840,45647,22997,68434,68594,22998,362,68432,68753
-79.2485,-178.255,-179.018,45647,204,22839,43,45,45806,68433,22999,45648,68594,68434,203,22840,45649,68435,202
